141,5 Eagle Crest Pass,El Paso,Texas,79989,859
142,05976 Dawn Street,Portland,Oregon,97201,858
143,1 Claremont Park,Pinellas Park,Florida,34665,857
144,68 Buhler Parkway,Orlando,Florida,32891,856
145,25507 Lakewood Place,Trenton,New Jersey,08638,855
146,45 Briar Crest Street,Spring,Texas,77386,854
147,900 Northport Circle,Pittsburgh,Pennsylvania,15261,853
148,951 Emmet Park,Washington,District of Columbia,20540,852
149,94 Transport Crossing,Chicago,Illinois,60630,851
150,270 Helena Parkway,Flushing,New York,11355,850
151,6898 Forest Place,Chicago,Illinois,60663,849
152,0 Westend Park,Houston,Texas,77266,848
153,4 2nd Point,Columbus,Ohio,43204,847
154,710 Hayes Parkway,Philadelphia,Pennsylvania,19151,846
155,1 Ilene Park,Youngstown,Ohio,44505,845
156,985 Hagan Pass,Detroit,Michigan,48224,844
157,75326 Shopko Junction,Harrisburg,Pennsylvania,17126,843
158,726 Bayside Way,New Orleans,Louisiana,70149,842
159,4451 Elka Circle,Washington,District of Columbia,20205,841
160,30045 Vernon Junction,Stockton,California,95205,840
161,4 Pennsylvania Road,Tucson,Arizona,85754,839
162,717 Bobwhite Junction,Miami,Florida,33134,838
163,561 Fair Oaks Crossing,Columbus,Ohio,43240,837
164,3 Leroy Court,San Jose,California,95160,836
165,04 Shopko Center,Littleton,Colorado,80127,835
166,5563 Algoma Lane,Milwaukee,Wisconsin,53285,834
167,40 Corben Circle,Dallas,Texas,75379,833
168,3 American Junction,Knoxville,Tennessee,37924,832
169,6 Cottonwood Center,Richmond,Virginia,23213,831
170,140 Mcguire Plaza,El Paso,Texas,79923,830
171,659 Grover Place,Providence,Rhode Island,02912,829
172,1 Saint Paul Pass,Humble,Texas,77346,828
173,7 Doe Crossing Center,Wichita,Kansas,67220,827
174,5541 Mayer Drive,San Francisco,California,94121,826
175,4352 Myrtle Park,Jackson,Mississippi,39216,825
176,949 Fisk Junction,Los Angeles,California,90050,824
177,93008 Ludington Trail,Boise,Idaho,83722,823
178,887 American Point,Knoxville,Tennessee,37924,822
179,7 Hintze Way,Washington,District of Columbia,20525,821
180,7421 Westend Point,New Orleans,Louisiana,70165,820
181,46 Dunning Way,Hartford,Connecticut,06183,819
182,422 Ridgeway Way,Modesto,California,95397,818
183,68882 Annamark Pass,Flushing,New York,11355,817
184,2 2nd Crossing,Pittsburgh,Pennsylvania,15215,816
185,683 Pennsylvania Place,Omaha,Nebraska,68105,815
186,2 Bartelt Trail,Davenport,Iowa,52804,814
187,8 Bluestem Hill,Fort Pierce,Florida,34981,813
188,6084 Moose Court,Indianapolis,Indiana,46247,812
189,87618 La Follette Pass,Zephyrhills,Florida,33543,811
190,57 Straubel Court,Buffalo,New York,14205,810
191,27923 Arrowood Drive,Delray Beach,Florida,33448,809
192,154 Del Mar Drive,Las Vegas,Nevada,89193,808
193,34 Haas Court,Houston,Texas,77095,807
194,88985 Washington Terrace,Huntington,West Virginia,25721,806
195,19730 Loeprich Hill,Charlotte,North Carolina,28230,805
196,932 Eggendart Court,Corpus Christi,Texas,78410,804
197,7958 Maryland Avenue,Sarasota,Florida,34276,803
198,7810 Melody Way,Des Moines,Iowa,50981,802
199,416 Randy Avenue,Amarillo,Texas,79165,801
200,46 Sachs Crossing,Washington,District of Columbia,20067,800
201,35170 Nova Lane,Las Vegas,Nevada,89105,799
202,841 Mariners Cove Street,New Orleans,Louisiana,70165,798
203,50 Vidon Point,Lehigh Acres,Florida,33972,797
204,12366 Mallard Circle,San Antonio,Texas,78235,796
205,00521 Hanson Parkway,Arlington,Virginia,22212,795
206,4 Norway Maple Pass,Dallas,Texas,75246,794
207,3 Valley Edge Plaza,Des Moines,Iowa,50369,793
208,88579 Huxley Junction,Jefferson City,Missouri,65105,792
209,8 Norway Maple Trail,Van Nuys,California,91499,791
210,6556 Rigney Court,Morgantown,West Virginia,26505,790
211,79839 John Wall Terrace,Savannah,Georgia,31416,789
212,87918 Continental Alley,Miami,Florida,33153,788
213,312 Fremont Way,New York City,New York,10115,787
214,547 Rockefeller Lane,Tulsa,Oklahoma,74133,786
215,769 Washington Place,New York City,New York,10150,785
216,59788 Sugar Street,Washington,District of Columbia,20404,784
217,58532 Crest Line Court,Washington,District of Columbia,20520,783
218,00 Pepper Wood Hill,Buffalo,New York,14269,782
219,862 Rockefeller Lane,Jackson,Mississippi,39282,781
220,0278 Jenifer Alley,Washington,District of Columbia,20599,780
221,86127 Sauthoff Parkway,Houston,Texas,77212,779
222,742 Mcbride Circle,Sacramento,California,94273,778
223,179 Lake View Park,Houston,Texas,77201,777
224,19133 Michigan Place,El Paso,Texas,88541,776
225,00 Hanover Lane,Port Washington,New York,11054,775
226,3454 Menomonie Point,Seattle,Washington,98158,774
227,3448 Holmberg Crossing,Warren,Ohio,44485,773
228,58 Morrow Circle,New York City,New York,10099,772
229,47330 Browning Avenue,Seattle,Washington,98185,771
230,69 Eggendart Hill,Dallas,Texas,75342,770
231,9671 Summerview Alley,Brooklyn,New York,11210,769
232,96 Evergreen Avenue,Los Angeles,California,90015,768
233,4 Moland Terrace,Tampa,Florida,33625,767
234,05663 Transport Hill,Young America,Minnesota,55573,766
235,24 Thierer Avenue,Tucson,Arizona,85737,765
236,2026 American Parkway,Warren,Ohio,44485,764
237,0127 Continental Junction,Austin,Texas,78778,763
238,8057 Badeau Terrace,Fort Lauderdale,Florida,33325,762
239,8 Little Fleur Center,Lexington,Kentucky,40510,761
240,84326 Sutteridge Circle,Anniston,Alabama,36205,760
241,6 Golf View Point,Louisville,Kentucky,40250,759
242,52407 Union Alley,Southfield,Michigan,48076,758
243,8 Schurz Court,San Antonio,Texas,78296,757
244,534 Straubel Pass,Sacramento,California,95833,756
245,154 Texas Drive,Seattle,Washington,98127,755
246,90814 Becker Circle,Roanoke,Virginia,24014,754
247,7 Bay Trail,South Bend,Indiana,46699,753
248,197 Surrey Drive,Tulsa,Oklahoma,74170,752
249,0139 Vera Avenue,Evansville,Indiana,47705,751
250,9 Namekagon Place,Silver Spring,Maryland,20910,750
251,3 Fieldstone Circle,Sioux Falls,South Dakota,57188,749
252,9 Rowland Hill,Littleton,Colorado,80127,748
253,8922 Cottonwood Drive,San Jose,California,95128,747
254,39307 Nancy Center,Duluth,Minnesota,55811,746
255,204 Charing Cross Avenue,Colorado Springs,Colorado,80905,745
256,7 Oak Valley Park,Cleveland,Ohio,44111,744
257,0 Jana Circle,Provo,Utah,84605,743
258,82624 Red Cloud Junction,Tacoma,Washington,98442,742
259,1005 Sauthoff Place,Albany,New York,12255,741
260,836 Johnson Drive,Pittsburgh,Pennsylvania,15215,740
261,01 High Crossing Place,Houston,Texas,77271,739
262,721 Ohio Junction,Stockton,California,95210,738
263,72383 Lake View Terrace,Fairfax,Virginia,22036,737
264,974 Spohn Center,Rochester,New York,14614,736
265,3174 Bay Avenue,El Paso,Texas,79950,735
266,5 Ridgeview Court,Baltimore,Maryland,21290,734
267,73672 Vidon Crossing,Boston,Massachusetts,02283,733
268,754 Pearson Alley,Indianapolis,Indiana,46226,732
269,6158 Rigney Drive,Bronx,New York,10474,731
270,39044 Kingsford Junction,Paterson,New Jersey,07505,730
271,26 Acker Drive,Mc Keesport,Pennsylvania,15134,729
272,0 Shopko Point,Birmingham,Alabama,35254,728
273,25198 Mesta Court,Boise,Idaho,83716,727
274,90466 Miller Way,Omaha,Nebraska,68124,726
275,59182 Ridgeview Junction,Saint Petersburg,Florida,33737,725
276,27074 Scott Terrace,Pensacola,Florida,32511,724
277,9 Bellgrove Place,Kansas City,Missouri,64130,723
278,6 Merrick Street,Lynchburg,Virginia,24503,722
279,02253 Sloan Parkway,Denver,Colorado,80204,721
280,7567 Montana Pass,Carson City,Nevada,89714,720
281,2098 Melvin Drive,Scottsdale,Arizona,85260,719
282,5682 Hanover Place,South Bend,Indiana,46614,718
283,21349 Lunder Pass,Milwaukee,Wisconsin,53263,717
284,5859 Northland Junction,Pasadena,California,91131,716
285,3 Morrow Way,Birmingham,Alabama,35220,715
286,2 Ridge Oak Trail,Washington,District of Columbia,20046,714
287,55823 Norway Maple Center,Los Angeles,California,90060,713
288,182 Hovde Drive,Los Angeles,California,90045,712
289,5 Lerdahl Trail,Sacramento,California,94245,711
290,08 Goodland Court,Philadelphia,Pennsylvania,19196,710
291,1 Dakota Street,Scottsdale,Arizona,85260,709
292,225 Lakeland Drive,Honolulu,Hawaii,96810,708
293,04 Quincy Parkway,Sacramento,California,95833,707
294,35 Dahle Court,Roanoke,Virginia,24040,706
295,7 Delladonna Junction,Everett,Washington,98206,705
296,84 Garrison Center,Raleigh,North Carolina,27635,704
297,75064 Prentice Crossing,Philadelphia,Pennsylvania,19172,703
298,7525 Hooker Parkway,Miami,Florida,33124,702
299,19477 Artisan Crossing,Birmingham,Alabama,35279,701
300,09 Hoard Way,Orlando,Florida,32854,700
301,3660 Steensland Alley,Pensacola,Florida,32526,699
302,3032 Buena Vista Center,Oxnard,California,93034,698
303,13 John Wall Pass,New York City,New York,10079,697
304,6 Vernon Street,Berkeley,California,94705,696
305,6599 Schurz Street,Van Nuys,California,91411,695
306,8 Parkside Point,Buffalo,New York,14220,694
307,18604 Express Plaza,Riverside,California,92519,693
308,0 Red Cloud Lane,Trenton,New Jersey,08650,692
309,5 Sunnyside Avenue,Colorado Springs,Colorado,80910,691
310,663 Gina Junction,Orlando,Florida,32813,690
311,3235 Grayhawk Circle,Pittsburgh,Pennsylvania,15235,689
312,96 Carberry Park,Mobile,Alabama,36689,688
313,30 Amoth Avenue,Palo Alto,California,94302,687
314,59048 Cottonwood Crossing,Fort Worth,Texas,76134,686
315,3 Claremont Junction,San Francisco,California,94177,685
316,426 Hagan Point,Fresno,California,93794,684
317,15416 Hauk Road,Danbury,Connecticut,06816,683
318,8458 Debs Alley,Columbia,Missouri,65218,682
319,3958 Delaware Drive,Youngstown,Ohio,44555,681
320,5 Armistice Circle,Lexington,Kentucky,40586,680
321,707 Novick Way,Birmingham,Alabama,35263,679
322,0483 Browning Plaza,Saint Louis,Missouri,63131,678
323,58909 Brentwood Trail,Falls Church,Virginia,22047,677
324,8 Lakewood Gardens Court,Pensacola,Florida,32520,676
325,41093 Melby Lane,Colorado Springs,Colorado,80935,675
326,1696 Havey Road,Houston,Texas,77035,674
327,8 Bobwhite Hill,Portland,Oregon,97201,673
328,807 Portage Circle,Chicago,Illinois,60686,672
329,39 Forest Run Lane,Newark,Delaware,19714,671
330,17853 Mallory Junction,Boise,Idaho,83711,670
331,3 Scoville Court,Moreno Valley,California,92555,669
332,33 Blue Bill Park Crossing,Saint Louis,Missouri,63180,668
333,0548 Thierer Point,Charleston,West Virginia,25305,667
334,258 Kipling Center,Tulsa,Oklahoma,74103,666
335,5148 Nobel Junction,San Jose,California,95173,665
336,3 Kedzie Park,Houston,Texas,77281,664
337,8357 East Road,Ventura,California,93005,663
338,344 Corben Point,Juneau,Alaska,99812,662
339,0743 Express Court,Chicago,Illinois,60669,661
340,65 Packers Crossing,Dallas,Texas,75246,660
341,9984 Scott Park,Bronx,New York,10469,659
342,2 Westridge Road,Anderson,South Carolina,29625,658
343,2632 Crowley Alley,Milwaukee,Wisconsin,53225,657
344,9777 Buena Vista Alley,Kansas City,Missouri,64149,656
345,9241 Bay Plaza,Jackson,Mississippi,39282,655
346,390 Nobel Parkway,Texarkana,Texas,75507,654
347,376 6th Point,Oakland,California,94611,653
348,8157 Schurz Trail,San Francisco,California,94126,652
349,422 Farmco Trail,Myrtle Beach,South Carolina,29579,651
350,24 Bartillon Hill,Tampa,Florida,33686,650
351,2 Sauthoff Park,Tampa,Florida,33605,649
352,93505 Lawn Plaza,Amarillo,Texas,79176,648
353,1846 Huxley Trail,Tulsa,Oklahoma,74133,647
354,8782 Monica Hill,Birmingham,Alabama,35290,646
355,53859 Stang Drive,Colorado Springs,Colorado,80920,645
356,5631 Onsgard Lane,Sacramento,California,94245,644
357,9 Rowland Junction,Milwaukee,Wisconsin,53225,643
358,28200 Truax Junction,Ridgely,Maryland,21684,642
359,67691 Alpine Hill,New Orleans,Louisiana,70165,641
360,52809 Pankratz Place,Charlotte,North Carolina,28263,640
361,5 5th Plaza,San Luis Obispo,California,93407,639
362,3 Schiller Lane,Columbus,Ohio,43210,638
363,0808 5th Place,Pasadena,California,91117,637
364,09 Packers Hill,El Paso,Texas,79945,636
365,632 Cambridge Terrace,Buffalo,New York,14215,635
366,66 Linden Pass,Akron,Ohio,44315,634
367,9443 Kim Trail,Hollywood,Florida,33028,633
368,6 Schiller Avenue,Paterson,New Jersey,07544,632
369,6905 Gateway Lane,Philadelphia,Pennsylvania,19120,631
370,6500 Sherman Junction,Fort Pierce,Florida,34981,630
371,92986 Pankratz Point,Springfield,Massachusetts,01114,629
372,994 East Junction,Tulsa,Oklahoma,74141,628
373,153 Pine View Junction,Minneapolis,Minnesota,55436,627
374,9 Vahlen Pass,Fresno,California,93786,626
375,4019 Scofield Plaza,Tampa,Florida,33647,625
376,05 Chive Circle,Corpus Christi,Texas,78465,624
377,6833 Birchwood Plaza,Fort Worth,Texas,76198,623
378,11759 Sachtjen Avenue,Akron,Ohio,44315,622
379,4459 Vera Plaza,Migrate,Kentucky,41905,621
380,51476 Pennsylvania Road,Saginaw,Michigan,48609,620
381,2742 Meadow Vale Center,San Antonio,Texas,78255,619
382,1 Victoria Pass,Muskegon,Michigan,49444,618
383,174 Cordelia Junction,Atlanta,Georgia,30343,617
384,14 Carioca Plaza,Atlanta,Georgia,30375,616
385,4003 Haas Street,Colorado Springs,Colorado,80951,615
386,83 Ronald Regan Place,Birmingham,Alabama,35210,614
387,60 Crowley Park,Fort Myers,Florida,33994,613
388,51 Arizona Way,Shawnee Mission,Kansas,66215,612
389,7003 Mandrake Road,Lancaster,California,93584,611
390,0413 Brown Lane,San Francisco,California,94132,610
391,52 Cordelia Junction,Amarillo,Texas,79159,609
392,05085 Dapin Pass,Corona,California,92883,608
393,340 Delaware Junction,Dallas,Texas,75367,607
394,771 Lukken Way,Baton Rouge,Louisiana,70820,606
395,89 Almo Junction,Washington,District of Columbia,20205,605
396,56916 Anthes Center,Monticello,Minnesota,55585,604
397,4 Surrey Way,Columbus,Ohio,43220,603
398,24812 Artisan Alley,Rochester,New York,14624,602
399,156 International Junction,Washington,District of Columbia,20051,601
400,865 Pearson Center,Fort Worth,Texas,76129,600
401,4 Nelson Point,Los Angeles,California,90045,599
402,93205 Sage Parkway,Minneapolis,Minnesota,55470,598
403,018 Novick Drive,Houston,Texas,77276,597
404,63 Towne Park,Kent,Washington,98042,596
405,904 Independence Crossing,Levittown,Pennsylvania,19058,595
406,4278 Vera Road,Memphis,Tennessee,38109,594
407,425 Talmadge Pass,Sarasota,Florida,34238,593
408,6349 Dottie Court,Austin,Texas,78726,592
409,9 Sullivan Center,Huntington,West Virginia,25709,591
410,41884 Goodland Avenue,Fort Lauderdale,Florida,33325,590
411,346 Anhalt Pass,New York City,New York,10034,589
412,96802 Lakewood Park,Austin,Texas,78732,588
413,0871 Pankratz Court,Chico,California,95973,587
414,01957 Anthes Center,Salem,Oregon,97306,586
415,3 Scoville Way,Youngstown,Ohio,44511,585
416,5226 Rieder Place,Jamaica,New York,11407,584
417,50033 Dixon Park,Dallas,Texas,75277,583
418,817 Duke Lane,Grand Rapids,Michigan,49544,582
419,0122 Tomscot Way,Atlanta,Georgia,30351,581
420,53 Nevada Pass,Dallas,Texas,75358,580
421,85976 Eagan Crossing,Virginia Beach,Virginia,23459,579
422,72340 Oak Alley,Fargo,North Dakota,58106,578
423,20104 Fisk Center,Sparks,Nevada,89436,577
424,3 Monica Plaza,Akron,Ohio,44393,576
425,8 Lotheville Center,Topeka,Kansas,66611,575
426,95857 Bowman Court,Denver,Colorado,80223,574
427,42 Gerald Alley,Savannah,Georgia,31416,573
428,49 Summit Way,Peoria,Illinois,61640,572
429,38 Becker Way,Kalamazoo,Michigan,49006,571
430,15463 Porter Drive,Reno,Nevada,89595,570
431,7285 Northfield Place,Long Beach,California,90805,569
432,75 Oak Trail,Stockton,California,95210,568
433,829 Sunbrook Center,Austin,Texas,78789,567
434,323 Shelley Trail,Cedar Rapids,Iowa,52410,566
435,1 7th Place,El Paso,Texas,88546,565
436,0781 Garrison Trail,Huntington,West Virginia,25709,564
437,9014 Coleman Plaza,Elmira,New York,14905,563
438,888 Linden Avenue,Tulsa,Oklahoma,74156,562
439,32589 Warbler Road,Cincinnati,Ohio,45243,561
440,188 High Crossing Road,Pensacola,Florida,32520,560
441,0562 Sundown Way,Reading,Pennsylvania,19610,559
442,92 Vahlen Road,Chicago,Illinois,60674,558
443,2226 Bunker Hill Street,New York City,New York,10039,557
444,85 Fairfield Park,Shreveport,Louisiana,71115,556
445,8 Sheridan Hill,Pensacola,Florida,32526,555
446,0 Grasskamp Court,San Antonio,Texas,78255,554
447,523 Montana Trail,Baltimore,Maryland,21281,553
448,9334 Eliot Terrace,Huntington,West Virginia,25709,552
449,6 Maywood Street,San Jose,California,95108,551
450,49952 Ronald Regan Road,Washington,District of Columbia,20099,550
451,933 Linden Parkway,Oklahoma City,Oklahoma,73190,549
452,2 Browning Place,Brooklyn,New York,11247,548
453,319 Laurel Hill,Pittsburgh,Pennsylvania,15286,547
454,7 Hallows Avenue,Washington,District of Columbia,20041,546
455,65177 Village Green Alley,Charleston,South Carolina,29424,545
456,95627 Emmet Parkway,Washington,District of Columbia,20073,544
457,00 Sage Point,Silver Spring,Maryland,20910,543
458,2840 Northfield Avenue,Albany,New York,12242,542
459,59 Havey Circle,Pittsburgh,Pennsylvania,15279,541
460,98959 Messerschmidt Way,Palmdale,California,93591,540
461,6 Mayer Center,Clearwater,Florida,33758,539
462,6 Sycamore Court,Nashville,Tennessee,37205,538
463,967 Rieder Place,Maple Plain,Minnesota,55579,537
464,303 Village Hill,Longview,Texas,75605,536
465,7367 Hanover Avenue,Saint Paul,Minnesota,55146,535
466,23238 Pierstorff Point,Tampa,Florida,33605,534
467,2364 Maple Wood Trail,Virginia Beach,Virginia,23471,533
468,232 Veith Trail,New York City,New York,10079,532
469,4479 Lerdahl Lane,Washington,District of Columbia,20005,531
470,23 Hazelcrest Street,Washington,District of Columbia,20046,530
471,2 Myrtle Park,Houston,Texas,77223,529
472,75483 Warbler Drive,Pasadena,Texas,77505,528
473,763 1st Terrace,Bismarck,North Dakota,58505,527
474,23 Amoth Trail,Austin,Texas,78703,526
475,719 Rutledge Street,El Paso,Texas,88569,525
476,09055 Schiller Point,Saint Paul,Minnesota,55103,524
477,576 Eastwood Drive,Las Vegas,Nevada,89150,523
478,1287 Oak Plaza,Fort Collins,Colorado,80525,522
479,1 Rutledge Way,Reno,Nevada,89550,521
480,61372 Spohn Circle,Milwaukee,Wisconsin,53285,520
481,226 Huxley Circle,Akron,Ohio,44393,519
482,4 Clemons Drive,Montgomery,Alabama,36114,518
483,4 Debs Trail,Springfield,Missouri,65805,517
484,8 Colorado Parkway,Lima,Ohio,45807,516
485,1168 Scofield Court,Warren,Michigan,48092,515
486,42 Bunker Hill Point,Irving,Texas,75062,514
487,56867 Hallows Park,Saint Louis,Missouri,63126,513
488,23 Pierstorff Hill,Stamford,Connecticut,06922,512
489,6 Loftsgordon Drive,Jackson,Mississippi,39210,511
490,19 Columbus Terrace,Philadelphia,Pennsylvania,19104,510
491,1230 Homewood Parkway,Erie,Pennsylvania,16510,509
492,3 Coleman Park,San Francisco,California,94116,508
493,21700 School Way,Santa Barbara,California,93150,507
494,15478 8th Court,Trenton,New Jersey,08603,506
495,991 Del Sol Circle,El Paso,Texas,79994,505
496,3 Dahle Trail,Manassas,Virginia,22111,504
497,76385 7th Avenue,Phoenix,Arizona,85020,503
498,0 Waywood Court,Tulsa,Oklahoma,74116,502
499,98889 Fuller Center,Miami,Florida,33283,501
500,2 South Court,Denton,Texas,76205,500
501,9 Farwell Point,Tyler,Texas,75705,499
502,425 Hoard Trail,Brooklyn,New York,11254,498
503,6 Crownhardt Park,Sacramento,California,94280,497
504,18 Cherokee Point,Milwaukee,Wisconsin,53210,496
